,Unnamed: 0,user,location,text,tweets
464,464,NAMICSprings,"Colorado Springs, CO","The Most Wonderful Time of The Year?
https://t.co/S1oTMQe2Pb
#namicoloradosprings #endthestigma #mentalhealth… https://t.co/yy2MHaGIei",the most wonderful time of the year   namicoloradosprings endthestigma mentalhealth  
465,465,LaSora_Official,USA,There is a lot to my story #anthem #artistsontwitter #badmood #sadtweets #depression https://t.co/8bXaS1NYti,there is a lot to my story anthem artistsontwitter badmood sadtweets depression 
466,466,riney_al,,"@maton_n Talking cats wage an insurgency war in Hummingbird Circle!

""Great story for kids getting into chapter boo… https://t.co/9mVk5zm1bs",talking cat wage an insurgency war in hummingbird circle   great story for kid getting into chapter boo  
467,467,MdAtlPermanente,"Rockville, MD",The #COVID19 pandemic means the holidays will look different this year. Here’s how to manage #stress and #anxiety t… https://t.co/c2ty6ESZhp,the covid19 pandemic mean the holiday will look different this year  here  s how to manage stress and anxiety t  
468,468,riney_al,,"Talking cats wage an insurgency war in Hummingbird Circle!

""Great story for kids getting into chapter books..."" 5⭐… https://t.co/9Iz0DN0PiJ",talking cat wage an insurgency war in hummingbird circle   great story for kid getting into chapter book   5   
469,469,sdouble_d,1 The Pit Of Misery Lane,I am here and will always be here for anyone that might need it! #mentalhealth #MentalHealthAwareness #MentalHealthMatters,i am here and will always be here for anyone that might need it  mentalhealth mentalhealthawareness mentalhealthmatters
470,470,riney_al,,"@lapreneurs Talking cats wage an insurgency war in Hummingbird Circle!

""Great story for kids getting into chapter… https://t.co/sd6gutx7U9",talking cat wage an insurgency war in hummingbird circle   great story for kid getting into chapter  
471,471,sparkykoo,minor | ongoing au in link,sobs yells cries #sad #depression #sadness #broken,sob yell cry sad depression sadness broken
472,472,modernonsocial,United States,#Create a space that feels #authentic to your needs. Take the time to check in with yourself and listen to your bod… https://t.co/dwC30nJiou,create a space that feel authentic to your need  take the time to check in with yourself and listen to your bod  
473,473,GlobalFarmerNet,,"To be able to take care of others and the farm well, you have to take care of yourself. The Kellys refer to it as k… https://t.co/dAl9Q99eSa",to be able to take care of others and the farm well  you have to take care of yourself  the kellys refer to it a k  
474,474,IncreMentalTips,,Don't forget about friends in #Isolation reaching out and calling them can bring them holiday cheer. #mentalhealth… https://t.co/0YIiQZZIDK,dont forget about friend in isolation reaching out and calling them can bring them holiday cheer  mentalhealth  
475,475,gingersoxfan,Western NY,"Someone on your TL is battling things you know nothing about. They don’t let on, and they laugh a lot but they’re p… https://t.co/UpVWMBxYDk",someone on your tl is battling thing you know nothing about  they don  t let on  and they laugh a lot but they  re p  
476,476,negatron99,,If I'm in a bad mood. I'm having #seizures brought on by #stress and #anxiety from wearing a mask and socialising s… https://t.co/96zsXvsgIJ,if im in a bad mood  im having seizures brought on by stress and anxiety from wearing a mask and socialising s  
477,477,LizWFab,,"Today self-care looked like chocolate cake for lunch, talking about what was upsetting me instead of letting it fes… https://t.co/NybAAkv07c",today selfcare looked like chocolate cake for lunch  talking about what wa upsetting me instead of letting it fe  
478,478,TheArchStar,"Charlottesville, VA","Thank you @BrittanyDtvNews, @Fox6Clare &amp; the entire @WBRCnews team for running the story about how to take care of… https://t.co/vTa0UicJEx",thank you   the entire team for running the story about how to take care of  
479,479,elsbpdvent,United Kingdom,Lol not me waking up in middle of the night and start writing a book because I’ve suddenly got energy lol els pleas… https://t.co/QCF8tgpYax,lol not me waking up in middle of the night and start writing a book because i  ve suddenly got energy lol el plea  
480,480,Sketch238,,Second opinions please 💜 #unusannuschallenge #playitforward365days #thankmas2020 #thankmas #mentalhealthmatters… https://t.co/XKBGdDApnt,second opinion please  unusannuschallenge playitforward365days thankmas2020 thankmas mentalhealthmatters  
481,481,neurohopepsych,"Colorado Springs, CO","Did you know?

Mental health affects productivity at work. If you are struggling with this, please seek specialized… https://t.co/yejtZgRM4C",did you know  mental health affect productivity at work  if you are struggling with this  please seek specialized  
482,482,RealAnxietyMan,"Toronto, Ontario","I think it’s time for...

       Wait for it...

A Pet pic party. Comment with a pic of your beloved pet to spread… https://t.co/G5YXSru7mE",i think it  s time for  wait for it  a pet pic party  comment with a pic of your beloved pet to spread  
483,483,bazzie1967,"England, United Kingdom",#mentalhealth #depression #MentalHealthMatters #Christmas2020 #anxiety  How to help someone suffering from a mental… https://t.co/Xo5dxs3rNf,mentalhealth depression mentalhealthmatters christmas2020 anxiety how to help someone suffering from a mental  
484,484,MikaelaHobart,,"Both. 😐😑😐

#Procrastination #Anxiety https://t.co/v5f3zdprQE",both     procrastination anxiety 
485,485,providence,"AK, WA, CA, MT, OR, & TX","2020 has been a difficult year, and our #caregivers sometimes need extra support. This holiday season, #help those… https://t.co/bJSEXtS8ze",2020 ha been a difficult year  and our caregivers sometimes need extra support  this holiday season  help those  
486,486,happiestbaby,"Santa Monica, CA","""Like so many other women out there, I didn’t even really know postpartum anxiety was a thing. I thought it was nor… https://t.co/yHTHNNxgTn", like so many other woman out there  i didn  t even really know postpartum anxiety wa a thing  i thought it wa nor  
487,487,jeresspace,"Riverside, CA",Check out my new video!!#Mentalhealth #RelationshipAdvice #youtuber #smallyoutuber #jeresspace #lifestyleyoutuber… https://t.co/D6l61WDjCN,check out my new video   mentalhealth relationshipadvice youtuber smallyoutuber jeresspace lifestyleyoutuber  
488,488,Nasivate,Liverpool / Manchester ,"Date 14:
Me : ""What's your full name then?""
Girl : Naseem...
Me: ""I thought that was a myth!"" 
#Depression",date 14  me   whats your full name then   girl  naseem  me   i thought that wa a myth   depression
489,489,anxietyisaliar,"Atlanta, GA",Anxiety is a Liar mask.  #ChristmasEveEve #Masks #anxietyisaliar #ATL #Atlanta #MaskUp #mentalhealth https://t.co/rfBxEjWy8B,anxiety is a liar mask  christmaseveeve masks anxietyisaliar atl atlanta maskup mentalhealth 
490,490,CJamEdu,"Kingston, Ontario, Canada","""if we are going to show up for students, we need to show up for ourselves first""; wellness for educators requires… https://t.co/mF5dG1sL5p", if we are going to show up for student  we need to show up for ourselves first   wellness for educator requires  
491,491,klmeyer_writes,,I’ve removed myself from these #selfhelp communities for the very reason that they are NOT inclusive to those in th… https://t.co/FQuGRSzPdJ,i  ve removed myself from these selfhelp community for the very reason that they are not inclusive to those in th  
492,492,HellerPsych,"Bethesda, Maryland",Happy Winter Break! I hope everyone can use this opportunity to recharge and rejuvenate for the new year. #adhd… https://t.co/r5znt5LXFC,happy winter break  i hope everyone can use this opportunity to recharge and rejuvenate for the new year  adhd  
493,493,klmeyer_writes,,The persistent belief in the #newage #spiritual community that your thoughts control your reality is steeped in tox… https://t.co/dQrffFBxbA,the persistent belief in the newage spiritual community that your thought control your reality is steeped in tox  
494,494,MVEG001,"Melbourne, Australia","Burnout – it’s real and here’s what you can do – via @LindaKPsych @WomenSciAUST 
https://t.co/l7egjTmthU… https://t.co/By4Jh2tJmv",burnout  it  s real and here  s what you can do  via  
495,495,mayburdepressed,,"‘‘Twas the night before Christmas, and all through the land people were cursing Christmas itself at their local tar… https://t.co/2wW1GN9A7M",  twas the night before christmas  and all through the land people were cursing christmas itself at their local tar  
496,496,P3NGUIN,Twitch.tv/ItzP3NGUIN,"@YoungMindsUK is a charity and service close to my heart.

I hope this helps in someway  

If your feeling low over… https://t.co/GBMIYHlvqi",is a charity and service close to my heart  i hope this help in someway if your feeling low over  
497,497,puregreenxpress,"Vancouver, British Columbia","Animalitos CBD Dog Tincture (300mg) https://t.co/7IGdg4JJYK 
#cbd #tincture #anxiety #painrelief #pets #dogs #arthritis",animalitos cbd dog tincture  300mg   cbd tincture anxiety painrelief pets dogs arthritis
498,498,Breaking_Taboo,"Los Angeles, CA","Holiday season can be tough, especially with COVID. Here are some tips to help prevent holiday stress &amp; depression.… https://t.co/U7QL5RpSQF",holiday season can be tough  especially with covid  here are some tip to help prevent holiday stress  depression   
499,499,SkypeTherapist,"Boulder CO, USA",Skype Therapy using mindfulness for overcoming #Anxiety and #Depression and #Addiction without drugs. Visit: https://t.co/JSi5A3iLYf,skype therapy using mindfulness for overcoming anxiety and depression and addiction without drug  visit  
500,500,Boldlybpd12,"Edmonton, Alberta","I feel like 2 people most days. One that I see, she’s kind and helpful, friendly and loving. Then there’s this othe… https://t.co/vCTwHTBr1m",i feel like 2 people most day  one that i see  she  s kind and helpful  friendly and loving  then there  s this othe  
501,501,SanctuaryMH,"Vancouver, British Columbia","One of our partner organizations, @p2cstudents, led their student ministry staff through #thesanctuarycourse this y… https://t.co/GyuX4izTk3",one of our partner organization   led their student ministry staff through thesanctuarycourse this y  
502,502,AssemblageBlog,,"New #poem by @GraysVes in Assemblage about #PTSD, #mentalhealth, and #nature. #poetry ""Stomping Ground"" https://t.co/vSWvX3UPDb",new poem by in assemblage about ptsd  mentalhealth  and nature  poetry  stomping ground  
503,503,jeresspace,"Riverside, CA",New video!!!!!!How and when you  should tell your significant other about your mental health???? Check me out !!!… https://t.co/uiZ3dRH1Rv,new video    how and when you should tell your significant other about your mental health    check me out     
504,504,mayburdepressed,,"I like to watch the Grinch, a movie about the fact that Christmas is about more than just gifts, as I wrap all my g… https://t.co/We3uCAFrcG",i like to watch the grinch  a movie about the fact that christmas is about more than just gift  a i wrap all my g  
505,505,LisaD115,Boston,Important subject brought to light by @ferrazzi with regard to mental health. Having management trained on how to o… https://t.co/CkzYVlUUGE,important subject brought to light by with regard to mental health  having management trained on how to o  
506,506,OntarioShores,Ontario Shores Centre for Ment,Former @MapleLeafs captain Rick Vaive (@rickvaive22) &amp; hockey writer Scott Morrison (@smorrisonmedia) joined the… https://t.co/vYgLD9LUv9,former captain rick vaive    hockey writer scott morrison   joined the  
507,507,Imheret45140132,,@Iamdepr47974144 How can I best support you right now? #mentalhealth #depression,how can i best support you right now  mentalhealth depression
508,508,teeco71,NY/LA/ATL,I save the term Queero (queer + hero) for very special people &amp; @CarlosBrandt is one who fits that for me. I’m insp… https://t.co/Y7P7YKerj7,i save the term queero  queer  hero  for very special people  is one who fit that for me  i  m insp  
509,509,Cali4niaSlayer,,Man all this family drama with my cousin not wanting to continue college got my anxiety and stress up for the last… https://t.co/zufxPDFJKn,man all this family drama with my cousin not wanting to continue college got my anxiety and stress up for the last  
510,510,blue_dog70,"Indiana, USA","“I can't eat and I can't sleep. I'm not doing well in terms of being a functional human, you know?”
― Ned Vizzini,… https://t.co/gl4lJNATlH", i cant eat and i cant sleep  im not doing well in term of being a functional human  you know    ned vizzini   
511,511,puregreenxpress,"Vancouver, British Columbia","Mota THC Tincture - 900mg THC (Indica) https://t.co/mTyAZB7w9z 
#thc #indica #Mota #Insomnia #Painrelief #chronicillness #Anxiety",mota thc tincture  900mg thc  indica   thc indica mota insomnia painrelief chronicillness anxiety
512,512,riney_al,,"@inspiredbylaban @plstuartwrites Talking cats wage an insurgency war in Hummingbird Circle!

""Great story for kids… https://t.co/wqtzWRrTPD",talking cat wage an insurgency war in hummingbird circle   great story for kid  
513,513,rthomasknapp8,"Earth, I think.",WAY TOO MUCH ANXIETY TODAY!!!Don’t mind me. I’ll be in the corner crying and stressing.🥺😩😓#stressed #anxiety #ugh #iwanttocry,way too much anxiety today    don  t mind me  i  ll be in the corner cry and stressing  u0001f97a   stressed anxiety ugh iwanttocry
514,514,OakvilleFamily,"Oakville, Ontario",Facebook could be detrimental to your #mentalhealth - and envy appears to be the reason. via @HuffPostCaLiv https://t.co/BRS1oEJ19m,facebook could be detrimental to your mentalhealth  and envy appears to be the reason  via 
515,515,_The_Showcase_,Reclining with a great read.,"Lindsey, a young woman, narrates the story of her childhood growing up in an abusive home, where brutal beatings an… https://t.co/N9gsqyiDed",lindsey  a young woman  narrates the story of her childhood growing up in an abusive home  where brutal beating an  
516,516,drummleadership,SF | NY | Scottsdale,You May Be More Stressed Than You Know. Answer These Questions to Find Out https://t.co/VaxjJD5NK5 via @Inc… https://t.co/2XNALxLsTP,you may be more stressed than you know  answer these questions to find out  via  
517,517,LaughOutNOW,Milwaukee-Chicago,"Veterans, Recovering Addicts, Anxiety ridden people or if you need a great laugh check this indie film out:… https://t.co/v22HTaA6Q0",veterans  recovering addicts  anxiety ridden people or if you need a great laugh check this indie film out   
518,518,barktechco,,Get movin’ and groovin’ because music is a great way to reduce your kid’s stress! Check out these great tips for ma… https://t.co/XMfxKaktkS,get movin  and groovin  because music is a great way to reduce your kid  s stress  check out these great tip for ma  
519,519,AfemaiCT,England,We are currently offering free counselling sessions for people of #African heritage. Please contact us for a referr… https://t.co/uOeqQgUhGW,we are currently offering free counselling session for people of african heritage  please contact u for a referr  
520,520,bazzie1967,"England, United Kingdom",#mentalhealth #Students #MentalHealthMatters  'Your coursemates are just computer icons': universities call for men… https://t.co/YFxbSqdZeS,mentalhealth students mentalhealthmatters  your coursemates are just computer icon   university call for men  
521,521,eddyricejr,Los Angeles,"Does anyone here fear if they stand up too tall they'll fall &amp; drowned in their beer?

#WritingCommunity… https://t.co/9S8TVicD0f",does anyone here fear if they stand up too tall theyll fall  drowned in their beer  writingcommunity  
522,522,KavaVinaka,"San Diego, CA",It’s almost over… Don’t miss out! Get 𝟑𝟎% 𝐎𝐅𝐅 𝐋𝐀𝐖𝐄𝐍𝐀 NOW. Valid until tomorrow. Use the promo code 𝗟𝗮𝘄𝗲𝗻𝗮𝗫𝗺𝗮𝘀𝟯𝟬… https://t.co/W5gZEeKvIe,it  s almost over  don  t miss out  get     now  valid until tomorrow  use the promo code    
523,523,LlcTactful,"Chicago, IL",This 2020 season many were called but few were chosen- the stage was set. 2021 is about to be the performance break… https://t.co/2YftysbWh2,this 2020 season many were called but few were chosen  the stage wa set  2021 is about to be the performance break  
524,524,dr_mattb,"Reno, NV","https://t.co/Hx4ursL14u

New episode is LIVE! Link in bio. It's a challenging and unusual holiday season this year,… https://t.co/POX00OTSwP", new episode is live  link in bio  its a challenging and unusual holiday season this year   
525,525,Girl_name_nicky,"Chicago, IL",This 2020 season many were called but few were chosen- the stage was set. 2021 is about to be the performance break… https://t.co/KVEeNeyIUN,this 2020 season many were called but few were chosen  the stage wa set  2021 is about to be the performance break  
526,526,OR_bunni24,"Eugene, OR",Thank God Sam is coming this weekend because I need to be reminded I’m worth loving. #Mentalhealth,thank god sam is coming this weekend because i need to be reminded i  m worth loving  mentalhealth
527,527,BrightFutureBH,"Tallahassee, FL",Bright Future Bargain Store will be open regular hours on Sat and Sun next week but closed other days so that we ca… https://t.co/GyO5F87ajP,bright future bargain store will be open regular hour on sat and sun next week but closed other day so that we ca  
528,528,AustPsych,Australia,What are you #MakingTime for this summer to look after your #mentalhealth? https://t.co/5r1towFFNJ,what are you makingtime for this summer to look after your mentalhealth  
529,529,Sammie56675639,,"So it's my first xmas off in 18years,question is what do people wear at the dinner table...seeing as its lockdown a… https://t.co/j6URUl1Y4J",so its my first xmas off in 18years  question is what do people wear at the dinner table  seeing a it lockdown a  
530,530,Aimee_Ak3,,"YOU MATTER MOST💖💖💖

#Mentalhealth #Mentalhealth #MentalHealthAwareness #Mentalillness #Hopeisreal #Hope #Love #Live… https://t.co/fhxh0Df0P7",you matter most    mentalhealth mentalhealth mentalhealthawareness mentalillness hopeisreal hope love live  
531,531,W_3_C_L,"Green Bay, WI","I ruined a good thing a couple weeks back, an man I tell ya.... It's starting to sink in and it sucks..
#depressed 
#depression",i ruined a good thing a couple week back  an man i tell ya  its starting to sink in and it suck  depressed depression
532,532,LaytonStewart_1,,So I wanna do a podcast called hitting rock bottom it's about your toughest time in your life and how you escaped i… https://t.co/XMHTHzpurq,so i wanna do a podcast called hitting rock bottom its about your toughest time in your life and how you escaped i  
533,533,icliniq,"Coimbatore, India","Mental Health

Ask a Doctor Now » https://t.co/SIhrOCBxWy

#Mentalhealth #mind #celebrateyou https://t.co/M9dzgcmjTZ",mental health ask a doctor now   mentalhealth mind celebrateyou 
534,534,KeeneMalik,,This dude has a great point #Covid19 #Sports #MentalHealth #PhysicalHeath https://t.co/KuN6YygF5B,this dude ha a great point covid19 sports mentalhealth physicalheath 
535,535,LaughOutNOW,Milwaukee-Chicago,"Veterans, Recovering Addicts, Anxiety ridden people or if you need a great laugh check this indie film out:… https://t.co/WOLdjHW8NL",veterans  recovering addicts  anxiety ridden people or if you need a great laugh check this indie film out   
536,536,SweetieTakeCare,"University Park, TX","Check us out tomorrow at 3pm CST for a big announcement

#whippedsheabutter #whippedbodybutter #selfcare… https://t.co/5668KinED2",check u out tomorrow at 3pm cst for a big announcement whippedsheabutter whippedbodybutter selfcare  
537,537,VictorJanzen,Waterloo,@thecupcakegirl8 Here's two examples from CMHA's lack of integrity and leadership. Who they really are #truth… https://t.co/Qy3ri24A9f,heres two example from cmhas lack of integrity and leadership  who they really are truth  
538,538,riney_al,,"@GagnierJoanna @JessSFrankel Talking cats wage an insurgency war in Hummingbird Circle!

""Great story for kids gett… https://t.co/uPyyGmMhMD",talking cat wage an insurgency war in hummingbird circle   great story for kid gett  
539,539,MelsDieIn,"Ocoee, FL","i’m just going to throw that out there, but my therapist 👌🏻 she’s the bomb. and i’m truly thankful for her. #mentalhealth",i  m just going to throw that out there  but my therapist   she  s the bomb  and i  m truly thankful for her  mentalhealth
540,540,manitobafitness,"Winnipeg, MB",What have you been thinking about lately? Is it positive? If not that's ok too. Just see if you can shift perspecti… https://t.co/TJ9NLabVuZ,what have you been thinking about lately  is it positive  if not thats ok too  just see if you can shift perspecti  
541,541,GoForHealth,Natural Health Remedies ⬎,Living with Depression? Read This ~~&gt; https://t.co/D88JR2OM58 and reTweet please #depression #stress #mentalhealth https://t.co/b0nnHrcUWJ,living with depression  read this     and retweet please depression stress mentalhealth 
542,542,VasundhraG,"Vancouver, Canada","Work on the things that make YOU happy. That's self-love.
Work on the things that make your mind-body-spirit happy.… https://t.co/2fw9djI4hi",work on the thing that make you happy  thats selflove  work on the thing that make your mindbodyspirit happy   
543,543,chris3711_,"Boston, MA",I hope everyone has a wonderful holiday I know this has been a tough year but I bet if we allow ourselves we can st… https://t.co/7R13Dqv0Md,i hope everyone ha a wonderful holiday i know this ha been a tough year but i bet if we allow ourselves we can st  
544,544,Coach4_Recovery,,"Watch where your thoughts are taking you. No, you do not deserve that drink or drug because it’s been a bad year. Y… https://t.co/Uacb2O7YcI",watch where your thought are taking you  no  you do not deserve that drink or drug because it  s been a bad year  y  
545,545,SchoolRubricEWB,The World,"Tip No. 1 for #holiday #educator wellness by @PavWander: Prepare for the fight

To hear more tips on #mentalhealth… https://t.co/yAph0bQF8T",tip no  1 for holiday educator wellness by  prepare for the fight to hear more tip on mentalhealth  
546,546,CMHA_ASER,"Medicine Hat, AB","CMHA presents: 
☕️ Coffee Talks with Michelle and Allysa ☕️
""Coping During the Holiday Season""
Watch on Facebook:… https://t.co/GyLzcSHR96",cmha present    coffee talks with michelle and allysa    coping during the holiday season  watch on facebook   
547,547,ellenviolette,San Diego,"Are you anxious? Unmotivated? You may be headed for trouble. This week, Ann Greco, shares the signs of chronic anxi… https://t.co/vkZ3Zgrg3X",are you anxious  unmotivated  you may be headed for trouble  this week  ann greco  share the sign of chronic anxi  
548,548,metoo_mikey,NSW Australia,Are you Doing the Christian thing? Going to see your mate Ridsdale in Jail this Xmas? #StopChildAbuse… https://t.co/WQzSTeYfK8,are you doing the christian thing  going to see your mate ridsdale in jail this xmas  stopchildabuse  
549,549,DemandCreate,Get Free CBD Content Here !,"CBD may help lower feelings of isolation, anxiety, autism and PTSD. it helps calm the brain and support the hippoca… https://t.co/mwUYElNqeS",cbd may help lower feeling of isolation  anxiety  autism and ptsd  it help calm the brain and support the hippoca  
550,550,AreMorch,"Tupelo, MS",6 Reason to Take A Road Trip for Your Mental Health #mentalhealth #hotelmarketing #hotelnews https://t.co/IIIuhYHpbg,6 reason to take a road trip for your mental health mentalhealth hotelmarketing hotelnews 
551,551,ShawnNeedham2,"Moses Lake, WA","Does Estrogen Cause Cancer and CVD? OGBYN Dr. Daniel Bahnmiller Explains
👉 https://t.co/3hvvveVfUn
~… https://t.co/IKeaEU5q8B",does estrogen cause cancer and cvd  ogbyn dr  daniel bahnmiller explains     
552,552,dlhampton,"Greensboro, NC",Research is beginning to show that cell phone #addiction is a real thing and that your phone may be damaging your… https://t.co/CLnjXffMWk,research is beginning to show that cell phone addiction is a real thing and that your phone may be damaging your  
553,553,StephTweetChat,"St Louis, MO","52% of combat #veterans with #PTSD have frequent nightmares. This smartwatch app, developed in a hackathon, could o… https://t.co/5jAKP30BxP",52  of combat veterans with ptsd have frequent nightmare  this smartwatch app  developed in a hackathon  could o  
554,554,EmilyLMGenther,Utah,"Every...frickin...time...

#stress #stressing #anxiety #overthinking #mylife #life #same #relatable #meme #memes… https://t.co/E22TjK6mVe",every  frickin  time  stress stressing anxiety overthinking mylife life same relatable meme memes  
555,555,mentalbravery,,"you matter, never forget that #mentalhealth",you matter  never forget that mentalhealth
556,556,rtritium,Oromocto,Great job! Thank you for helping spread awareness for those in need! #PTSD #MentalHealthMatters #mentalhealth… https://t.co/YEnB2LipI5,great job  thank you for helping spread awareness for those in need  ptsd mentalhealthmatters mentalhealth  
557,557,rtritium,Oromocto,Great job! #PTSD #MentalHealthMatters #mentalhealth #MentalHealthAwareness https://t.co/rDHOdGebd7,great job  ptsd mentalhealthmatters mentalhealth mentalhealthawareness 
558,558,HelenHsuPsyD,"Stanford, CA","I lift, 🏋🏽‍♀️and I meet a lot of amazing people, but also some folks whose #fitness obsession has crossed into… https://t.co/vcL2DO5OMZ",i lift    u200d   and i meet a lot of amazing people  but also some folk whose fitness obsession ha crossed into  
559,559,CurableSmoothie,Canada,"#Ashwagandha Effects on #Chronic#Stress Induced #Anxiety
https://t.co/gGbW2HUX0A https://t.co/iyDset40pl",ashwagandha effects on chronic stress induced anxiety  
560,560,BPStruts,Dancing on the Porch,"Nobody should ever be dismissive of someone else's PTSD - including &amp; especially others with PTSD.

Combat triggers… https://t.co/uI0lGlWUUp",nobody should ever be dismissive of someone elses ptsd  including  especially others with ptsd  combat trigger  
561,561,DETVic,"Victoria, Australia",See our fact sheets for parents/carers to support students' mental health these holidays.  https://t.co/bEhFUISlhR… https://t.co/Ys5EEVas89,see our fact sheet for parent  carers to support student  mental health these holiday   
562,562,SherryGaba,"Westlake Village, CA",Get my free ebook Self-Care and Balance for Codependents. https://t.co/V05ZbV4dsF  #codependent #Melodybeatty… https://t.co/7BQ8G8A4r7,get my free ebook selfcare and balance for codependents   codependent melodybeatty  
563,563,AlexMunter,"Ottawa, Canada",Right call by @OC_Transpo. We all need to #StayHome. But I remember a time in my life when NYE felt very lonely. Th… https://t.co/U0XQPPxktO,right call by  we all need to stayhome  but i remember a time in my life when nye felt very lonely  th  
564,564,EVERFIK12,,"💭  Explore the role of community health in supporting teachers &amp; students
💭  Discuss the changing landscape of scho… https://t.co/ifx3Mfqrip", explore the role of community health in supporting teacher  student  discuss the changing landscape of scho  
565,565,HelloMinda,,"“Forgiveness does not change the past, but it does enlarge the future.”
Paul Boose

#mentalhealth… https://t.co/aeN1dV7eFl", forgiveness doe not change the past  but it doe enlarge the future   paul boose mentalhealth  
566,566,mindfulness_for,,I'm running an online #mindfulness course in Feb - it changed my life and it's a joy to be able to lead it for othe… https://t.co/whILXVKACO,im running an online mindfulness course in feb  it changed my life and its a joy to be able to lead it for othe  
567,567,kaileymcleodd,,Why are my thoughts in that dark place... I don’t want it there but it’s been there the past few days #mentalhealth,why are my thought in that dark place  i don  t want it there but it  s been there the past few day mentalhealth
568,568,DrBillChen,Oshawa - Ontario - Canada,Attachment Disorder- what are the causes and treatments? https://t.co/d1K5RofpaP #mentalhealth #mentalillness,attachment disorder  what are the cause and treatment   mentalhealth mentalillness
569,569,mavensdoitbetta,"Marina del Rey, CA","""The world is rocking. You're gonna sway."" -  Chevonna Gaylor, LMFT

Hear more: https://t.co/aFq35IPp0S… https://t.co/FT0tCxPQ6U", the world is rocking  youre gonna sway    chevonna gaylor  lmft hear more   
570,570,NAMINYCMetro,"New York, NY","This moment will pass! 

#mentalhealth #MentalHealthAwareness #MentalHealthMatters https://t.co/lSRYa0UV8z",this moment will pas  mentalhealth mentalhealthawareness mentalhealthmatters 
571,571,JustTRUMPem,United States of America,"@oculus #Facebook owned, and Facebook FORCED! Stay away #Parents! #mentalhealth #MentalHealthAwareness #businessnews #Ignorance in #America",facebook owned  and facebook forced  stay away parents  mentalhealth mentalhealthawareness businessnews ignorance in america
572,572,riney_al,,"@FramesO_fLife @plstuartwrites Talking cats wage an insurgency war in Hummingbird Circle!

""Great story for kids ge… https://t.co/8NLw201gbU",talking cat wage an insurgency war in hummingbird circle   great story for kid ge  
573,573,SkypeTherapist,"Boulder CO, USA",Speak with a Therapist Online over Skype for #Anxiety and #Depression https://t.co/seqaBkmg0G #TalktoaTherapistOnline  #onlinetherapy,speak with a therapist online over skype for anxiety and depression  talktoatherapistonline onlinetherapy
574,574,RealSeanatella,Lost in Imagination,"This advice, as simple as it is, has provided the means to step over a longstanding obstacle of acceptance, boundar… https://t.co/5Uzhn48KKp",this advice  a simple a it is  ha provided the mean to step over a longstanding obstacle of acceptance  boundar  
575,575,Spokenamos,RTs Courtesy Return -0 DM's!!,"👐👇👉✒If you'd like to sign up for my monthly #newsletter, all you have to do is click here!
It's #hilarious #fun and… https://t.co/CzzI0hGRg4",    if youd like to sign up for my monthly newsletter  all you have to do is click here  its hilarious fun and  
576,576,TrueExclusives,New York City,New #Vlog: Dealing with #Depression Update | #Vlogmas Day 7 https://t.co/iUkGo7m6X1,new vlog  dealing with depression update  vlogmas day 7 
577,577,Up4thechalleng2,England,"With harsher tiers for many and a Christmas where many are disconnect if you need to talk, here is a helpful resour… https://t.co/6C60MSiCld",with harsher tier for many and a christmas where many are disconnect if you need to talk  here is a helpful resour  
578,578,HopeInSJ,"Berlin, NJ","A #grateful #heart will #SeeGod. You will find in every #situation not #despair, #hopelessness, #annoyance,… https://t.co/xP38snsxEY",a grateful heart will seegod  you will find in every situation not despair  hopelessness  annoyance   
579,579,HassmanResearch,"175 Cross Keys Rd, Berlin, NJ ",We are looking for adults with schizophrenia for a research study of an investigational medication. #mentalhealth… https://t.co/rcM4zs1QZN,we are looking for adult with schizophrenia for a research study of an investigational medication  mentalhealth  
580,580,scaryyykari,,Streamers that struggle with depression and chronic exhaustion: How do you find the energy to stream after having t… https://t.co/EYSkuq4r7v,streamers that struggle with depression and chronic exhaustion  how do you find the energy to stream after having t  
581,581,elsbpdvent,United Kingdom,Can’t sleep without drugs #mentalhealth #bpd,can  t sleep without drug mentalhealth bpd
582,582,Official_ToshiJ,"Georgia, USA",Any tweets you see from me from Dec 24th to Jan 2nd were most likely scheduled. I don't have the time or energy to… https://t.co/20pxmh7a9G,any tweet you see from me from dec 24th to jan 2nd were most likely scheduled  i dont have the time or energy to  
583,583,DirtpoorUgly,Australia,@ShameDoctor1 @Wear94482870 @Anaderolart @AmyLittle07 @asanchez16 @gottogetoutof @MsJuliaParker @kathryndennison… https://t.co/ZF2gzlRPHy, 
584,584,NAMINYCMetro,"New York, NY","We all need some self-care, support, and rest! #mentalhealth #MentalHealthAwareness #MentalHealthMatters https://t.co/dvtz42IvBT",we all need some selfcare  support  and rest  mentalhealth mentalhealthawareness mentalhealthmatters 
585,585,julia_therapy,"Los Angeles, CA","Did you know that in late June of 2020, 40% of U.S. adults reported struggling with mental health or substance use?… https://t.co/V4hnAe0Tta",did you know that in late june of 2020  40  of u  s  adult reported struggling with mental health or substance use   
586,586,literateowl,"Kelowna, British Columbia",@TheOrcaBC @jodyvance And... many folks are broken on typical life before Covid! Ppl do break- even those talented… https://t.co/JSunTsMGeR,and  many folk are broken on typical life before covid  ppl do break  even those talented  
587,587,drpokea,"London, Ontario, Canada",Troubleshooting Common Problem Areas in Children With Autism https://t.co/HTgyJFTmie #autism #ASD #Asperger #mentalhealth,troubleshooting common problem areas in children with autism  autism asd asperger mentalhealth
